User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
10939512,1,79,152,60,29,107,40.8,207
13616455,0,21,189,91,27,114,41,189
19118405,0,50,171,74,2,82,38.1,6
10503799,1,29,180,76,12,97,39.9,60
16572590,0,22,194,92,6,92,39,23
17336010,1,28,158,60,27,113,40.8,186
15483091,0,38,188,93,28,104,40.9,178
10006441,0,23,169,73,25,102,40.7,122
13075455,1,68,159,68,24,108,40.5,166
17564519,0,79,176,86,20,102,40.1,158
18789619,1,35,182,70,2,83,38.4,7
15444304,0,67,201,96,18,105,40.5,143
13122354,1,21,156,52,12,82,39.8,43
10692173,1,44,143,49,17,92,40.2,86
12890276,1,43,175,72,23,100,40.7,128
14339451,0,21,186,79,29,111,41,182
16626118,1,32,170,70,10,98,39.7,52
17268858,0,79,179,91,27,107,40.4,236
13816658,0,51,192,96,19,97,40.6,114
14191617,1,60,174,67,11,99,39.7,64
13672975,0,49,184,86,26,103,40.8,171
16361679,0,46,179,84,6,82,39.2,19
17739883,1,35,149,54,21,111,40.5,144
19341462,0,31,172,76,9,94,39.7,37
14117537,0,42,185,78,26,110,41.4,185
12667831,1,66,174,69,13,87,39.8,60
10661999,0,52,189,90,22,96,40.5,127
10366046,0,59,166,73,23,101,40.4,149
11523134,0,23,169,71,16,102,40.1,78
12275702,1,49,164,63,5,91,38.9,24
11190411,1,25,157,57,23,107,40.8,143
19686449,0,20,188,84,27,104,41,143
15565644,1,28,163,66,15,94,40.1,71
10154011,0,60,182,90,11,90,40.2,58
12676049,1,29,178,77,15,95,40.4,71
10228092,0,40,184,87,5,88,39.5,20
18997284,0,26,191,93,17,96,40.3,78
10836250,1,26,176,76,19,97,40.4,93
15883541,0,25,158,58,6,90,39.2,17
16990389,1,60,190,87,3,84,38.9,12
17046329,0,25,181,81,23,101,40.8,115
14136420,1,39,165,65,19,106,40.6,119
13138092,1,30,153,53,26,108,40.6,168
16655537,0,23,198,100,12,90,40.4,44
16245184,1,37,148,51,29,108,40.6,192
19157340,1,22,147,47,17,101,40.3,96
19810083,1,26,170,68,23,105,40.7,135
19821989,1,56,167,60,12,86,40.2,54
17219988,0,43,171,79,30,115,40.8,239
19572798,1,38,169,65,14,94,40.1,69
18360844,0,24,179,80,14,90,40.7,46
13918575,1,25,164,63,21,101,40.7,115
15319150,1,31,163,62,4,88,39.1,17
16112624,1,54,151,57,25,115,40.4,190
11099585,1,34,190,91,12,89,40.2,48
17300463,1,28,176,72,27,112,40.7,178
17118372,0,24,191,95,6,88,39.3,20
14435543,1,27,167,69,15,90,40.4,64
10908558,1,35,154,57,19,94,40.6,95
14181557,0,49,183,89,25,111,40.8,196
17152651,0,36,185,91,2,91,38.1,9
10192977,1,58,192,83,18,101,40.8,105
19584135,1,40,157,61,12,92,40,58
19445771,0,31,179,77,24,97,40.8,111
11294536,0,50,182,86,17,101,40.3,108
12845462,0,36,202,109,6,87,39.1,24
10578158,1,34,163,61,13,96,40.1,67
19789364,1,78,153,54,13,84,40.3,62
12301038,0,41,178,76,28,104,40.8,172
18976127,0,41,172,71,7,87,39.5,24
11460469,0,24,178,77,19,98,40.1,84
15238405,1,67,173,69,20,105,40.5,132
18559105,1,47,179,75,25,110,40.7,167
12761860,1,42,154,52,17,101,40.6,101
12777201,1,25,180,75,23,97,40.6,113
11084582,0,25,179,78,17,101,40.3,84
11393152,1,58,165,68,6,88,39.4,28
12327773,0,68,191,98,22,99,41,157
12038545,0,24,181,91,14,97,40.4,64
17593004,0,38,192,92,21,104,40.6,133
11708341,1,26,164,59,23,108,40.5,145
10753818,0,64,178,83,24,103,41,174
10608177,1,49,174,75,7,93,39.2,34
11267944,1,73,158,57,29,103,40.9,193
19795364,0,27,180,86,24,107,40.7,147
14290814,0,66,171,72,18,105,40.5,133
19222644,0,39,199,104,26,101,40.7,161
12847212,1,30,168,62,6,76,39.4,18
11986136,0,76,187,96,12,96,40.1,85
11830053,0,60,193,90,15,95,40,90
14737350,0,54,188,90,23,108,40.9,176
15294669,1,49,166,66,11,89,39.6,51
17146724,1,24,173,66,7,82,39.3,24
17490159,1,28,161,57,6,83,39.5,22
15501381,0,72,197,102,25,106,40.9,212
16736138,0,32,171,78,29,112,40.9,201
18493316,1,36,159,59,17,93,40.3,83
17497515,0,65,204,103,14,93,40.1,87
14364172,1,36,163,67,27,97,40.7,141
14217831,1,32,159,63,23,103,40.3,134
10483147,0,42,180,84,2,80,38.6,5
18046507,0,34,191,94,29,109,40.9,201
12414011,0,34,181,78,3,86,38.2,9
10710546,0,26,191,86,8,83,39.3,20
16175343,0,31,203,105,29,113,40.8,221
12020646,1,64,157,63,17,105,40.1,112
13611443,0,34,185,93,20,99,40.3,108
16383525,0,63,204,112,29,110,40.4,257
17841776,0,44,194,87,27,108,40.8,192
10735479,0,36,190,96,17,90,40.3,72
13117699,0,41,173,71,28,104,41.2,169
16042685,0,73,168,77,18,97,40.3,120
10315558,0,31,186,85,28,106,40.8,172
12304455,0,22,179,73,10,84,39.9,21
15503276,1,34,161,56,18,102,40.6,105
10565624,1,21,168,65,25,109,40.3,156
12458510,1,22,145,50,3,89,38.7,13
13885247,0,33,190,97,24,100,40.8,134
11572170,1,51,157,60,21,103,40.4,130
19911268,0,45,195,99,2,83,37.9,7
12859596,1,33,175,67,25,101,41.1,140
15376017,0,47,198,97,7,91,39.3,34
19921858,1,70,175,74,9,79,40,34
19187230,1,77,160,63,8,92,39.5,44
10874559,1,35,172,71,11,85,39.9,42
11746700,1,44,161,60,2,89,38.4,9
10952850,1,71,164,60,18,97,40.5,107
16785115,1,54,174,75,9,87,39.6,39
14951529,1,63,166,68,26,108,40.8,178
13846186,1,50,149,55,13,101,40.4,79
10590765,0,63,200,105,15,102,40.3,113
15032837,1,30,163,58,22,109,40.5,143
15511677,1,33,163,57,4,84,38.7,16
18148848,0,38,189,91,24,100,40.5,137
13172849,0,20,183,81,17,97,40.5,71
18401432,1,67,159,62,13,94,40.2,72
14857446,0,24,188,90,14,103,40.1,76
12734403,0,30,197,103,27,109,40.5,187
11693744,1,35,145,49,18,103,40.2,109
10622381,1,63,176,79,29,111,40.5,204
18548803,1,50,157,60,6,91,39.4,29
18119523,0,33,200,101,17,98,40.5,91
13991141,1,36,163,58,4,84,39,16
10677750,0,75,187,97,7,84,39.1,36
17724752,0,56,184,93,13,97,39.9,80
17047475,1,50,182,75,22,111,40.6,151
18908393,0,24,183,80,27,116,40.6,195
19475479,1,32,172,72,8,80,39.5,26
10854360,0,49,193,100,22,99,40.5,138
17425584,1,77,170,65,3,89,39,15
15539064,0,67,171,75,19,97,40.5,120
14130669,0,23,182,81,30,112,41,197
15015988,0,37,192,95,21,98,40.7,114
13741485,1,35,163,59,20,107,40.6,127
13015812,0,34,185,83,23,97,40.8,112
13939844,1,49,168,67,21,98,40.4,116
13135068,1,69,156,61,8,83,39.4,35
13286573,0,49,194,101,16,103,40.4,110
19246830,1,41,150,51,22,95,40.2,117
18976105,0,42,195,95,17,105,40.2,115
14714345,0,52,188,93,21,107,40.6,157
18319225,1,26,158,60,12,91,40,54
14775199,1,79,178,80,25,104,40.5,163
10074404,0,72,172,82,19,107,40.5,156
16366307,0,34,195,92,10,91,39.9,42
13945114,1,60,152,50,7,89,39.8,35
16749464,1,45,158,57,7,91,39.3,34
18521428,0,33,188,92,19,98,40.4,99
10207737,0,56,192,97,20,109,40.5,161
10722362,1,21,153,54,8,94,39.8,38
15316949,1,50,161,61,18,99,40.5,104
14920065,0,60,184,86,27,105,41,200
10809847,0,39,162,72,28,108,40.7,183
12363678,0,48,175,75,19,110,40.7,140
17804243,1,38,163,65,19,97,40.5,100
15862195,0,54,190,95,22,110,40.3,178
12555008,0,23,195,89,27,104,41,150
13788834,1,72,164,68,15,94,40.2,83
19113986,0,47,179,79,6,74,39.3,12
19510192,1,58,170,72,8,103,39.9,49
15831321,0,41,179,85,25,101,40.8,147
14142930,0,62,193,100,8,90,39.4,44
16036236,1,30,168,67,29,107,40.9,179
19962170,1,32,156,56,23,113,40.5,161
11390035,0,20,178,80,9,84,39.4,20
16163940,1,53,168,65,21,102,40.5,127
17847428,0,51,189,95,30,112,41,247
18908334,0,78,177,86,23,100,40.8,173
17029728,1,31,169,69,1,74,37.6,3
10082523,0,74,205,112,6,83,39,32
15505673,1,50,177,70,22,106,40.9,140
12679497,1,40,160,70,8,88,40,34
17438788,0,41,172,75,8,88,39.7,30
19382988,1,26,161,54,13,94,40.3,64
13632419,0,25,185,89,27,104,40.8,152
12432246,0,31,184,89,15,105,39.9,91
19984594,0,20,186,90,4,83,38.8,9
14768524,1,55,176,72,5,84,39.3,20
18107311,1,52,160,59,25,103,40.7,156
11102823,0,60,208,105,26,110,40.6,223
11337714,0,36,191,93,16,97,40,83
15422663,1,53,168,69,11,89,40,51
10201123,0,36,193,95,10,97,40,52
10310404,1,23,169,68,25,114,40.9,170
17001911,1,36,164,57,2,79,37.9,7
13586767,1,37,166,61,25,103,40.7,149
11312954,0,48,181,80,27,105,40.6,181
19873304,1,39,167,71,27,118,41.1,201
10331021,0,21,205,103,7,88,39.6,23
10566369,0,20,187,86,23,100,40.3,109
19286727,0,57,169,72,8,84,39.7,30
19845852,1,77,160,66,15,94,40.5,84
18971121,0,34,184,85,19,109,40.4,128
16784301,0,52,189,92,23,97,40.7,137
15158798,0,70,194,91,28,103,40.8,216
12730658,1,64,157,54,12,95,40.1,68
16649627,0,73,198,101,18,97,40.7,129
16205668,0,47,195,99,11,88,39.8,50
15013894,1,39,164,65,5,84,39.2,19
12286808,1,25,163,60,7,89,39.4,30
10485469,0,22,165,67,27,119,40.4,197
13340241,0,67,173,78,4,95,38.7,24
14093741,1,64,164,67,13,94,40.2,70
11983925,0,37,200,100,12,91,40.1,54
11222672,0,21,184,78,19,100,40.5,88
17862213,0,40,190,97,7,83,39.5,24
18184462,1,36,174,68,19,108,40.1,121
14919629,1,53,178,77,11,95,39.9,57
17551112,0,41,192,99,22,98,40.5,126
17567644,0,56,184,88,5,89,39.5,24
17752929,1,29,166,65,11,84,40,41
18452221,0,28,192,92,7,92,39.5,28
15176055,0,22,191,88,10,90,39.7,34
10836299,0,76,195,93,23,96,40.5,161
14734299,0,73,175,76,4,86,38.9,20
10567350,0,39,191,86,23,97,40.6,119
13304804,1,69,162,59,11,95,39.6,63
10638410,1,46,180,75,12,93,40.1,58
13464795,1,30,163,58,30,115,40.6,215
13693397,1,35,168,67,17,101,40.1,96
14347203,1,60,176,71,24,107,41,160
13541948,1,35,150,50,25,104,41,154
12431875,0,26,182,84,5,81,39.1,11
18290984,0,21,183,83,23,104,40.5,122
15699085,1,27,158,57,22,101,40.4,124
17286230,1,47,172,69,21,97,40.6,113
12037170,1,27,183,79,3,80,38.9,9
15295331,0,49,181,79,29,108,40.7,208
13302612,0,27,178,83,19,102,41,101
14255616,0,46,194,91,14,91,40,66
12824130,0,58,197,98,14,102,40.1,100
12481603,0,27,172,77,13,101,39.9,65
17977871,0,29,176,76,13,91,39.8,47
10164017,0,39,197,96,3,78,38.6,8
13155595,1,56,160,63,4,84,38.7,17
11627255,0,32,183,83,21,97,40.4,101
12530320,1,43,169,67,5,80,39,18
14132143,0,21,202,98,21,108,40.5,131
14940695,1,76,175,72,10,97,39.8,58
17806572,1,22,162,59,15,104,40,87
14971780,0,35,200,99,24,104,40.6,152
16691239,0,45,191,95,28,105,41,193
15563989,0,32,176,83,10,99,39.7,51
10679574,0,39,178,80,25,105,40.7,157
10176870,1,44,174,75,27,105,40.8,165
19455108,1,26,174,67,6,84,39.4,22
18145627,1,42,179,72,17,98,40.1,91
13361025,1,24,178,78,2,93,38.2,9
19596964,0,56,186,93,14,91,40,74
18120047,0,71,185,96,5,85,39.1,26
19554783,1,37,187,84,11,99,39.9,57
17873138,1,47,162,63,10,81,39.9,37
12940540,0,48,167,67,29,112,40.9,217
12338218,0,52,183,86,11,87,40,47
11860761,0,40,192,98,24,99,40.4,139
16221860,1,66,180,75,4,88,38.9,19
14662956,1,37,157,59,16,94,40.2,80
15359537,0,28,193,93,17,94,40.4,74
19371363,1,59,148,51,10,93,39.7,54
16364264,0,24,182,78,28,105,40.8,154
15285889,1,67,162,62,26,93,40.7,140
11844111,0,33,192,98,10,97,39.8,52
10907293,0,34,192,99,15,97,40.1,79
12870966,0,40,181,84,17,99,40.4,94
17244789,0,22,193,85,28,116,41,202
11185950,0,66,164,75,27,114,40.7,238
15381308,0,42,182,82,19,103,40.2,117
16193075,0,42,209,111,7,83,39.5,26
19166163,0,64,203,97,23,106,40.7,184
14314848,1,32,162,64,28,105,40.5,169
11718003,0,24,189,91,1,78,37.7,2
17985735,0,26,182,83,27,107,41,162
12701312,1,32,159,55,13,92,40.2,62
10377282,0,51,190,94,21,105,40.4,150
18979629,1,40,165,59,27,110,41.1,183
15987356,1,34,179,74,25,101,40.9,138
15694837,0,48,185,88,15,103,40,99
10160535,1,21,147,45,23,100,40.6,128
19295195,1,31,175,68,12,91,40.3,54
19318394,0,76,193,103,18,95,40.3,127
19941237,0,20,177,79,5,84,38.9,11
19326172,0,22,167,73,18,94,40.7,66
13422365,0,44,180,84,11,91,39.5,49
16412866,1,49,173,67,10,85,39.5,42
12961279,0,49,179,79,7,95,39.5,37
15322514,1,46,154,55,3,84,38.6,12
18742025,0,75,186,84,29,107,41.1,243
19370901,1,20,167,58,5,76,39.3,14
16152838,1,33,154,59,28,105,40.6,171
11589040,0,68,166,75,28,112,40.8,241
18394669,1,58,173,73,20,104,40.6,125
19783354,0,23,179,81,26,112,40.6,171
15351545,0,79,198,96,9,87,39.7,52
12132600,0,43,201,104,28,103,40.7,187
12811109,1,37,178,74,24,104,40.8,141
13079051,0,75,199,103,28,123,40.5,314
13156882,1,61,173,73,26,102,40.8,159
15720905,1,26,169,62,9,80,40.2,30
11372824,1,23,173,72,28,110,40.9,176
10352361,0,64,178,82,25,111,40.8,211
13705651,1,20,170,68,8,85,39.4,29
16859377,1,22,171,69,21,95,40.1,99
15352402,1,27,169,69,27,116,41.1,190
11626397,0,36,190,95,7,83,39.5,22
13744758,0,59,191,92,30,110,41,247
15704485,0,36,206,103,5,84,39,17
11639090,1,71,160,65,8,86,39.7,37
17172875,1,21,167,67,21,103,40.4,117
12219500,0,56,188,90,10,91,39.7,52
17495765,1,68,166,64,2,75,37.9,7
18147320,0,75,172,74,10,98,39.7,68
19057565,0,48,176,84,17,89,40.4,74
16697741,0,62,185,91,24,97,40.6,154
14165839,1,53,156,60,26,104,40.7,165
11217409,0,47,187,89,17,97,39.9,96
11023789,0,39,188,91,13,101,39.8,77
16838492,1,54,168,63,17,92,40.3,86
15162283,0,38,201,104,21,101,40.6,129
16886509,1,39,149,51,26,100,40.4,151
15281529,0,51,182,81,28,106,40.9,197
13550814,0,30,193,92,13,104,40.3,77
15912232,1,33,156,61,5,90,39.1,22
17844052,0,47,182,82,27,100,40.7,161
12876943,1,64,155,55,25,114,40.8,192
10280911,1,37,159,58,8,90,39.2,37
19287036,0,41,188,91,20,106,40.5,135
14893331,0,61,179,77,11,90,40,55
12514678,0,38,169,71,10,84,39.8,29
16685296,0,21,185,88,12,97,39.9,52
12746799,1,26,173,73,1,69,37.9,2
10986379,0,48,183,81,21,94,40.6,106
12209289,0,71,183,80,6,84,39,28
10374360,0,73,199,97,22,107,40.9,189
19857904,1,65,158,61,26,111,41,190
14899078,1,57,149,56,13,91,39.9,66
18109896,0,49,185,93,22,99,40.5,135
10658315,0,55,178,79,4,97,38.7,23
16614243,0,20,182,74,12,80,39.9,17
11307336,1,45,163,58,5,84,38.9,21
16566416,1,53,175,75,13,90,40.2,60
12128736,1,46,166,58,10,93,39.6,51
14876896,0,25,198,96,5,85,39.1,15
14351379,0,22,163,65,9,92,40,29
17184236,1,60,164,66,27,110,40.8,190
18004108,1,50,168,62,11,89,40.1,51
14000981,1,61,157,56,17,95,40.5,95
15744897,1,69,165,62,29,112,40.9,216
14503730,0,30,195,92,30,101,41,165
12911778,1,33,164,61,20,105,40.6,122
12810704,0,21,206,105,15,96,40.1,69
15842647,1,39,152,53,20,99,40.9,113
17928110,0,26,180,81,7,92,39.5,26
16245947,0,44,175,80,5,91,39.2,22
12746398,1,58,144,42,12,96,40.1,70
15409745,0,24,177,83,4,83,39.3,9
11889909,0,35,187,91,15,95,40.3,72
11023601,0,21,189,94,25,111,40.6,165
13200163,0,26,181,82,29,105,41,165
14234232,1,30,162,57,15,88,40.3,64
10466078,0,27,182,81,18,105,40.5,103
16901821,1,32,147,51,4,83,39.1,15
15818779,1,30,185,84,9,85,39.6,32
13074999,1,79,160,57,14,85,40,68
14418208,1,39,164,58,25,106,40.6,159
17837201,0,25,188,89,6,92,39.6,23
18884271,1,23,169,70,13,90,40.1,54
13959790,1,47,172,70,2,89,37.8,9
11082105,0,34,182,80,29,120,40.7,240
19999394,1,36,152,54,10,86,39.7,42
18509951,0,63,203,115,14,106,40,117
13943690,1,37,164,59,26,106,40.6,164
12488317,1,50,156,55,23,98,40.8,132
19386173,0,62,191,96,2,85,38.2,9
13439081,1,37,173,67,15,94,40,74
10710630,1,35,169,69,23,96,40.7,116
19057536,0,27,174,79,8,102,39.7,42
15596079,0,55,179,79,24,110,40.6,187
17437832,0,36,173,75,16,94,40.4,70
10925383,1,22,140,45,7,86,39.1,29
15350635,0,20,170,71,9,83,39.8,17
19447279,0,43,185,83,28,108,40.9,195
10199291,1,73,181,76,19,106,40.4,127
11037310,0,22,184,82,14,87,39.9,39
17386243,0,67,155,64,6,88,38.9,28
17568474,0,25,195,100,16,93,40.3,68
14116675,1,41,165,63,17,97,40.5,91
12553644,0,49,181,81,16,97,40.2,89
13816392,1,58,148,53,2,89,37.7,10
16427125,0,27,180,80,28,111,41.2,185
14856859,1,33,172,76,5,79,38.7,16
15173138,1,59,156,58,19,91,40.3,97
16489177,0,21,183,77,13,92,40.2,44
14701673,1,65,155,59,10,95,40,56
11952276,0,22,191,88,21,103,40.4,112
18146668,0,55,192,91,10,81,39.8,37
11529339,0,22,182,82,9,86,39.8,24
13721168,1,35,132,38,30,112,40.5,216
17327058,0,58,203,101,15,101,40.1,106
10712255,0,45,194,103,14,85,39.9,57
11647949,0,62,195,99,18,97,40.3,119
11326795,1,74,162,60,16,97,40.1,96
10121663,1,48,146,46,7,88,39.5,33
12242593,0,23,173,73,23,100,40.7,106
17167096,0,31,184,90,25,106,41,156
12398043,0,53,199,98,14,92,40.4,75
15869217,0,73,189,89,18,99,40.6,130
15608003,1,27,170,66,21,113,40.5,142
15148449,0,40,177,83,22,99,40.5,121
10083227,1,66,162,66,24,99,40.7,143
11341405,1,46,170,73,20,105,40.7,123
17415559,1,75,165,62,26,108,41.1,186
12355386,0,33,162,67,13,94,40.3,53
10029283,1,49,164,59,27,104,40.8,170
10483979,1,37,166,67,15,97,40.2,78
17175333,1,43,167,70,26,113,40.5,182
16115051,1,66,187,82,11,92,40,55
16616022,1,51,161,59,25,101,40.6,150
19263430,1,33,162,56,6,80,39.9,21
17570700,0,48,170,72,6,90,39,26
14210556,0,43,192,95,18,93,40.5,90
11031105,0,48,174,75,16,99,40.7,91
18517438,0,34,186,87,17,95,40.3,79
13263452,1,61,168,66,29,107,41.1,195
17636680,1,48,177,75,10,101,39.9,57
15998462,1,30,162,57,18,98,40.5,96
10923384,1,79,163,61,7,93,39.7,39
10719211,1,67,172,73,4,85,38.6,18
14807514,0,60,184,84,4,85,39.3,17
15046678,1,57,171,76,15,97,40.3,82
18818959,0,34,194,96,19,101,40.5,110
15142192,1,42,157,56,25,106,40.8,161
11682404,0,38,181,82,25,107,40.8,164
19330869,0,43,179,83,5,81,39.5,15
15546601,0,76,189,99,12,96,40.2,85
10425714,0,37,179,79,23,101,40.6,128
18936440,0,23,195,98,14,94,40.2,59
17396723,0,21,205,108,2,84,37.9,6
17061308,1,20,151,54,18,92,40.2,82
12777154,1,23,168,62,25,105,40.5,148
19349772,1,20,170,65,3,76,38.2,8
18368929,1,25,173,71,14,86,40.3,53
10927426,1,24,155,50,16,98,40.2,85
11120168,1,29,157,57,22,99,40.9,120
14150444,0,43,199,106,28,107,40.7,205
18829534,1,26,175,66,4,80,39.1,13
15386312,1,76,176,77,28,107,40.6,192
10326650,0,43,184,89,4,91,38.7,18
16735987,0,73,190,94,7,92,39.3,44
16154968,0,42,198,104,26,103,41.3,172
18233908,1,23,171,65,27,105,40.4,158
17734647,0,22,186,76,6,82,39.5,11
11814565,0,28,176,77,25,96,40.9,108
16650415,1,20,170,64,23,96,40.5,112
16392133,1,36,169,65,14,92,39.7,66
19531492,0,26,201,104,10,88,39.7,36
14513854,0,59,167,72,4,89,38.7,19
14212755,1,22,152,50,10,94,39.5,49
15572882,1,50,170,70,26,100,40.6,149
12989515,0,22,171,77,2,81,38.6,4
16566986,1,52,171,70,28,115,40.6,206
17475896,1,31,169,66,23,94,40.9,111
14839482,0,68,186,98,28,105,41.1,226
11732358,1,48,169,65,11,94,39.3,56
11729396,0,31,186,94,7,92,39.7,30
12059109,1,23,159,60,15,91,40.2,67
11127484,0,24,178,78,22,102,40.7,111
16208945,0,58,172,75,27,107,40.7,199
16089746,1,32,176,69,15,102,40.3,85
11949730,1,21,144,47,2,77,38.1,6
12945677,0,63,200,98,28,105,40.9,219
14739798,0,77,176,82,21,102,39.9,162
14908200,0,49,188,85,25,110,40.5,190
13628657,0,26,189,91,30,108,40.7,190
11282751,1,53,166,64,9,87,39.5,40
16380066,1,31,179,77,9,92,40.1,40
15480584,1,32,165,66,3,75,38.5,8
17131884,1,35,178,71,8,85,39.8,31
11282393,1,66,151,57,21,100,40.7,130
11400717,1,40,157,60,7,89,39.9,32
14759700,0,62,181,87,22,97,40.6,139
10742434,1,24,159,58,3,88,38.5,12
13889235,0,37,185,87,11,96,39.5,55
11210225,0,49,186,86,9,95,39.4,48
15183212,0,32,198,99,24,107,40.4,160
15089940,1,46,164,62,13,94,39.9,67
19007638,0,59,178,75,25,105,41.2,178
16665718,1,42,168,68,17,91,40.4,79
18904172,0,44,184,85,9,85,39.6,32
12895547,1,74,175,77,22,103,40.4,140
14727757,0,68,190,99,14,92,40.3,86
15688519,0,58,184,84,16,97,40.3,97
14525296,0,32,184,80,28,117,40.7,217
13531444,0,34,192,93,21,91,40.6,88
15851748,1,23,160,58,21,106,40.3,127
17757572,1,52,174,69,7,88,39.2,32
19102149,1,28,160,63,5,85,39.1,19
15160402,1,47,172,66,20,103,40.7,121
11505365,0,24,168,68,12,92,39.8,40
15488420,1,73,162,60,9,91,39.8,48
13804351,0,76,192,103,25,100,40.4,195
17178684,0,65,163,69,10,91,39.9,52
17169981,0,29,173,71,4,81,39.1,8
13293552,0,20,178,81,26,104,40.8,136
12004059,0,33,187,90,6,86,39.1,20
